Name,Score,Address,City,Zip
McCormick and Schmicks Harborside at the Marina,93.25,0309 SW Montgomery St,Portland,97201
Yomi Sushi,97.33333333,0315 SW Montgomery St 120,Portland,97201
Upstream Coffee,95,0315 SW Montgomery St 200,Portland,97201
Little River Cafe,100,0315 SW Montgomery St 310,Portland,97201
IL Terrazzo,91,0315 SW Montgomery St Suite 340,Portland,97201
Aquariva,92,0470 SW Hamilton Ct,Portland,97239
Bamboo Grove Hawaiian Grille,80,0515 SW Carolina St,Portland,97239
Phoenix Roasters Company/Dakota Phoenix Roasters Co,92,0614 SW Dakota St,Portland,97239
Lewis and Clark College Commons Fields Dining Rm,95.4375,0615 SW Palatine Hill Rd,Portland,97219
Fulton Pub and Brewery,92,0618 SW Nebraska St,Portland,97239
What's the Scoop Too,97,0664 SW Gaines St,Portland,97239
Sweet Heart Pizza,83,0672 SW Gaines St,Portland,97239
Blue Star Donuts,96.33333333,0672 SW Gaines St Unit 2,Portland,97239
Levy Commissary Rg,97.2,1 N Center Court St,Portland,97227
Levy Studio Suite 2,96,1 N Center Court St 150,Portland,97227
Levy Pines Bar,97,1 N Center Court St Ste A,Portland,97227
"Levy Ruby Jewel 200,",100,1 N Center Court St Ste B,Portland,97227
Levy Restaurants Whole Sum,96,1 N Center Court St Ste C,Portland,97227
"Levy Studio Suite 1,",94.5,1 N Center Court St Ste D,Portland,97227
Levy Speck 200,97.5,1 N Center Court St Ste E,Portland,97227
"Levy Cha Cha Cha 200,",100,1 N Center Court St Ste F,Portland,97227
Dantes,86.33333333,1 SW 3rd Ave,Portland,97204
Plaza Deli,94.625,1 SW Columbia St 100,Portland,97258
Volunteers of America,97,10 N Weidler St,Portland,97227
Navarre,92.5,10 NE 28th Ave,Portland,97232
"Henrys 12th Street Tavern, #81",97.5,10 NW 12th Ave,Portland,97209
KEX,79,100 NE Martin Luther King Boulevard,Portland,97232
Bambuza Vietnam Kitchen & Bar,92,100 NW 10th Ave,Portland,97209
"Starbucks Coffee, #14998",100,100 SW Main St 125,Portland,97204
Freshii,100,100 SW Main St 130,Portland,97204
"Garden Bar, Ste A1",95,100 SW Market St,Portland,97201
Sweet Bettys Bistro,87.33333333,1000 N Main Ave,Gresham,97030
Doubletree by Hilton Portland,96.44444444,1000 NE Multnomah St,Portland,97232
Triple Lindy,100,1000 NW 17th Ave,Portland,97209
Comfort Inn,99,1000 NW Graham Rd,Troutdale,97060
Roadside Attraction,98.33333333,1000 SE 12th Ave,Portland,97214
Mayas Tacqueria,87,1000 SW Morrison St,Portland,97205
Ozzie's Deli & Gyros,98.5,10000 SE Main Street,Portland,97216
Elmer's Restaurant - Parkrose,97,10001 NE Sandy Blvd,Portland,97220
Applebees Neighborhood Grill & Bar,97.33333333,10004 NE Halsey St,Portland,97220
"Red Robin Americas Gourmet Burgers Spirits, #533",100,10005 NE Cascades Pkwy,Portland,97220
Dee's Corner Cafe,98.5,1001 SE 135th Avenue,Portland,97233
Holocene,100,1001 SE Morrison St,Portland,97214
Clark Lewis,91.5,1001 SE Water Ave 160,Portland,97214
Headwaters Restaurant,89.25,1001 SW Broadway,Portland,97205
"Starbucks Coffee, #8737",99,10010 SW Barbur Blvd,Portland,97219
Brewed Awakening,96.83333333,10015 SW Terwilliger Blvd,Portland,97219
"McDonalds, #11026",98,1002 NW Frontage Rd,Troutdale,97060
Original Hotcake House,90.33333333,1002 SE Powell Blvd,Portland,97202
Black Rock Coffee Bar,93,10020 SW Capitol Hwy,Portland,97219
Bridgetown Caffe NW,92,1003 SW 5th Ave,Portland,97204
Koi Gardens,99,10041 NE Glisan St,Portland,97220
Normandie,98.5,1005 SE Ankeny St,Portland,97214
Shigezo,67.25,1005 SW Park Ave,Portland,97205
World Cup Coffee and Tea,99.25,1005 W Burnside St,Portland,97209
"McDonalds, #13589",93,10050 SW Barbur Blvd,Portland,97219
Red E Cafe,97.33333333,1006 N Killingsworth St,Portland,97217
"Round Table Pizza, #319",96.33333333,10070 SW Barbur Blvd,Portland,97219
"Arbys, #1647",100,10071 SE Washington St,Portland,97216
Domino's,95,10075 SW Barbur Blvd #7,Portland,97219
Thai Orchid,86,10075 SW Barbur Blvd 1,Portland,97219
Brother's Wings & Bings,77,10075 SW Barbur Blvd 4,Portland,97219
Toffee Club,98,1008 SE Hawthorne Blvd,Portland,97214
"Starbucks Coffee, #474",100,1009 SW 6th Ave,Portland,97204
"Panda Express, #639",97.33333333,10090 SE Washington St,Portland,97216
Baja Fresh Mexican Grill,100,10090 SE Washington St 100,Portland,97216
"Dottys Mall 205, #29",98.33333333,10090 SE Washington St 105,Portland,97216
Subway,98.75,101 NW 2nd Ave,Portland,97209
Farm House Cafe,82.5,101 SW Main St Ste 125,Portland,97204
Troutini,98.33333333,101 W Historic Columbia River Hwy,Troutdale,97060
CY Holladay,95,1010 NE 7th Ave,Portland,97232
SHO Authentic,92,10100 SW Barbur Blvd,Portland,97219
"Starbucks Coffee, #11544",100,10103 NE Cascades Pkwy,Portland,97220
Cha Cha Cha Taqueria,90,10107 NE Cascades Pkwy Suite F,Portland,97220
Bye and Bye Cafe and Bar,100,1011 NE Alberta St,Portland,97211
Le Happy Creperie & bar,100,1011 NW 16th Ave,Portland,97209
By Design Pizza,96.66666667,10111 NE Cascades Pkwy Ste C,Portland,97220
"Starbucks Coffee, #480",100,10112 NE Halsey St,Portland,97220
Andale Andale Mexican Restaurant,79,10114 SE Division St,Portland,97266
Bernie's Teriyaki and Hamburgers,94,1012 NE Columbia Blvd,Portland,97211
"Starbucks Coffee, #428",100,1012 NW 21st Ave,Portland,97209
Pho Van Fresh,90,1012 NW Glisan St,Portland,97209
Habibi Restaurant,90.75,1012 SW Morrison St,Portland,97205
Gateway Subway,95,10120 NE Halsey St,Portland,97220
Jersey Mikes Subs,92.33333333,10123 NE Cascades Pkwy Bldg N,Portland,97220
Adventist Health Portland,100,10123 SE Market St,Portland,97216
Hotpot n Sushi Cascade Station,95.25,10127 NE Cascades Pkwy,Portland,97220
Fuller's Burger Shack,100,10131 NE Cascades Pkwy S-5HO,Portland,97220
Sub Factory,97.25,10139 SE Foster Rd,Portland,97266
Clyde Common,87,1014 SW Stark St,Portland,97205
Kobos Cafe Legacy Good Samaritan Hospital,99.27272727,1015 NW 22nd Ave,Portland,97210
Teardrop Lounge,99,1015 NW Everett St,Portland,97209
Can Font,93.75,1015 NW Northrup St,Portland,97209
Roseline Coffee,100,1015 SE 11th #100 Ave,Portland,97214
Taqueria El Cazador,98.75,10151 SE Foster Rd,Portland,97266
Hospitality Inn,89,10155 SW Capitol Hwy,Portland,97219
"Starbucks Coffee, #21935",100,1017 NE Martin Luther King Jr Blvd,Portland,97232
"Panera Bread, #2158",98.5,1017 NW Civic Dr,Gresham,97030
"Starbucks Coffee, #483",98.75,1018 NW Civic Dr,Gresham,97030
Bibi 2 Go,98,1019 NW 23rd Ave,Portland,97210
Art of Catering,98,1019 NW Everett St,Portland,97209
Fortune,100,102 NW 4th Ave,Portland,97209
Paymaster Lounge,100,1020 NW 17th Ave,Portland,97209
EZ Freezy,100,10209 NE Cascades Pkwy,Portland,97220
Epic Sports Bar,86.33333333,10209 SE Division St Ste 101,Portland,97266
Altabira City Tavern,93,1021 NE Grand Ave,Portland,97232
Jake Brake Deli,90.75,10210 N Vancouver Way,Portland,97217
"Panda Express, #1497",99.25,10213 NE Cascades Pkwy,Portland,97220
"Baba's Mediterranean Grill,",92,10215 NE Cascades Pkwy,Portland,97220
"Starbucks Coffee, #14044",99,10215 SE Stark St,Portland,97216
Sinju Pearl Restaurant,96,1022 NW Johnson St,Portland,97209
Mucca Osteria,86.75,1022 SW Morrison St,Portland,97205
Ace Hotel Breakfast Nook,96.25,1022 SW Stark St,Portland,97205
Wailua Shave Ice Portland,95.75,1022 W Burnside St O,Portland,97209
Bills Steakhouse,98.33333333,10227 NE Sandy Blvd,Portland,97220
Pho Da Lat,93,10232 NE Sandy Blvd,Portland,97220
Don Pedro Mexican & American Restaurant,100,1024 NE 82nd Ave,Portland,97220
Chens Dynasty II,89.5,1025 NE Broadway,Portland,97232
Boxer Ramen,94,1025 SW Stark St,Portland,97205
Persian House Deli,86,1026 SW Morrison St,Portland,97205
Stumptown Coffee Roasters,96,1026 SW Stark St,Portland,97205
Basement,100,1028 SE 12th Ave,Portland,97214
Bunk Bar,97.4,1028 SE Water Ave,Portland,97214
Boke Bowl,93.5,1028 SE Water Ave 120,Portland,97214
Ikea Restaurant,99,10280 NE Cascades Pkwy,Portland,97220
Boiling Bowl The,86.33333333,103 NW 21st Ave,Portland,97209
Polar King,95.33333333,1030 E Powell Blvd,Gresham,97030
Vibra Specialty Hospital of Portland,100,10300 NE Hancock St,Portland,97220
Old Chicago Pizza and Pasta,96.25,10300 SE Washington St,Portland,97216
Fujiyama Sushi Bar,95.66666667,10308 SE Washington St,Portland,97216
"Subway, #18554",97.5,1031 SW 6th Ave,Portland,97204
Time Out Deli and Pub,92.33333333,10318 SE Holgate Blvd,Portland,97266
Joy Poke,86,1032 NW Civic Dr,Gresham,97030
Meals on Wheels People Elm Court,91.5,1032 SW Main St,Portland,97205
Takahashi,91.33333333,10324 SE Holgate Blvd,Portland,97266
Meals on Wheels People Lents,93.66666667,10325 SE Holgate Blvd,Portland,97266
Elevator Cafe,99,1033 SE Main St Suite 7,Portland,97214
BC2 Bentos Coffee & Cookies,95.5,1033 SW 6th Ave,Portland,97204
Tommy's Too,93.66666667,10335 SE Foster Rd,Portland,97266
Mission Bar-B-Que Kitchen,97.33333333,10336 NE Wygant St,Portland,97220
Bradfords on Halsey,99,10346 NE Halsey St,Portland,97220
McDonalds 6th Main,95.66666667,1035 SW 6th Ave,Portland,97204
Moe's Deli at Jubitz Truck Stop,97.28571429,10350 N Vancouver Way,Portland,97217
"Pizza Hut, #2866",99.25,10355 NE Halsey St,Portland,97220
Siam Grill,94,10355 NE Halsey St C,Portland,97220
The Alberta Street Pub,92,1036 NE Alberta St,Portland,97211
Schmizza Pub & Grub,98.4,1036 NW Glisan St,Portland,97209
Low Brow Lounge,100,1036 NW Hoyt St,Portland,97209
Zaatar,98.5,1037 NW Flanders St,Portland,97209
Arlene Schnitzer Concert Hall,95.25,1037 SW Broadway,Portland,97205
Thai Time Cafe,82.66666667,1037 SW Morrison St,Portland,97205
India House,83.66666667,1038 SW Morrison St,Portland,97205
Kenny and Zukes Delicatessen,82.75,1038 SW Stark St,Portland,97205
"Starbucks Coffee Co, #15510",100,1039 NW Couch St,Portland,97209
Happy Fortune,78,10420 SW Barbur Blvd,Portland,97219
Dennys #6806,96.66666667,10428 SE Stark St,Portland,97216
Cold Stone Creamery,96,1044 NW Civic Dr,Gresham,97030
Just Tea,89,1045 SE 122nd Avenue,Portland,97233
Black Bear Diner,87.33333333,105 NE Burnside Rd,Gresham,97030
Barrel Room,99.25,105 NW 3rd Ave,Portland,97209
Plaza del Toro,100,105 SE Taylor St,Portland,97214
Market Street Salad Bar & Deli,100,105 SW Market St,Portland,97201
Melting Pot,100,1050 SW 6th Ave,Portland,97204
Sayler's Old Country Kitchen,93.66666667,10519 SE Stark St,Portland,97216
Tony's Tavern,99.25,10524 NE Sandy Blvd,Portland,97220
Baja Fresh Mexican Grill,91,1053 NW Civic Dr,Gresham,97030
Sadie Mae's Deli,100,10530 SE Washington St,Portland,97216
"Hometown Buffet, #306",87.66666667,10542 SE Washington St,Portland,97216
Tea Bar #3,98,1055 NW Northrup St,Portland,97209
Rumpus Room Bar and Grill,84.66666667,10555 SE Division St,Portland,97266
Pony Soldier INN,95.75,1060 NE Cleveland Ave,Gresham,97030
Garden Bar,92,1061 NE 9th Ave,Portland,97232
Cherrywood Village,96.66666667,10610 SE Clay St,Portland,97216
Fork and Spoon Food House,100,10634 NE Sandy Boulevard,Portland,97220
Yami Sushi and Teriyaki,90,1064 SW Highland Dr,Gresham,97080
Subway,98.33333333,10643 NE Sandy Blvd,Portland,97220
Jones Bar,100,107 NW Couch St,Portland,97209
Ambonnay,97.83333333,107 SE Washington St,Portland,97214
Decoy,95.66666667,10710 NW St Helens Rd,Portland,97231
Kings Omelets,98.33333333,10711 NE Halsey St,Portland,97220
Homeplate Cafe Delta Park,98.5,10737 N Union Ct,Portland,97217
Bandit's Bar & Grill,91,108 E Historic Columbia River Hwy,Troutdale,97060
Paterson,100,108 NE 28th Ave,Portland,97232
Clamity Jaes,91,10805 NE Halsey St,Portland,97220
Lighthouse Inn,94.66666667,10808 NW St Helens Rd,Portland,97231
Josephs Cafe Deli,98.33333333,10812 NE Halsey St,Portland,97220
El Sombrero Mexican Cocina,100,10820 NE Sandy Blvd,Portland,97220
Be Van Sports Bar,100,10834 NE Sandy Blvd,Portland,97220
108 Bar N Grill,98.75,10845 NE Halsey St,Portland,97220
Citizen Baker,93.5,1089 NE Grand Ave,Portland,97232
"Panda Express, #578",97.5,1089 NW Civic Dr J1,Gresham,97030
Catalina's Mexican Restaurant,90,10902 NE Sandy Boulevard,Portland,97220
Jenni's Sacred Grounds,93.25,10903 SE Powell Blvd,Portland,97266
Cortado Coffee,100,1094 NE 7th Ave,Portland,97232
Crema Coffee & Bakery,97,11 NE Martin Luther King Boulevard,Portland,97232
Nola Doughnuts,100,110 NW 10th Ave,Portland,97209
Salt & Straw Central Kitchen,98.5,110 SE 2nd Ave,Portland,97214
Crystal Dolphin,99.44444444,110 SE Caruthers St,Portland,97214
Mor Furniture For Less,100,1100 N Hayden Meadows Dr,Portland,97217
Pine State Biscuits SE,89.33333333,1100 SE Division St,Portland,97202
Figlia,94.5,1100 SE Grand Ave,Portland,97214
"Starbucks Coffee, #24166",98.75,1100 SW 6th Ave 102,Portland,97204
Kyoto Sushi,87,11003 SE Division St,Portland,97266
Gateway Espresso,90,1101 NE 99th Ave,Portland,97220
Radio Room,92,1101 NE Alberta St,Portland,97211
Carlita's,93.33333333,1101 NW Northrup St,Portland,97209
Genies Cafe,82.33333333,1101 SE Division St,Portland,97202
Baskin Robbins Gateway Ice Cream Store,100,11011 NE Halsey St,Portland,97220
Super 8 Motel Portland Airport,99.25,11011 NE Holman St,Portland,97220
"Starbucks Coffee Kearney Plaza, #3380",100,1102 NW Lovejoy St,Portland,97209
Cool Moon Ice Cream Company,100,1105 NW Johnson St,Portland,97209
Sungari Pearl,91.66666667,1105 NW Lovejoy St,Portland,97209
Via Delizia,96,1105 NW Marshall St,Portland,97209
Break Bread,100,1106 NW Hoyt Street,Portland,97209
Papa Johns Pizza,99.25,1108 NE Burnside Rd,Gresham,97030
Cinnabon,97.33333333,1109 Lloyd Center,Portland,97232
East Side Delicatessen,100,1109 SE Madison St,Portland,97214
Norse Hall,100,111 NE 11th Ave,Portland,97232
Cosube,100,111 NE Martin Luther King Jr Blvd,Portland,97232
Taqueria Rico Taco,84.66666667,111 SE 181st Ave,Portland,97233
"Portland City Grill, #77",78.66666667,111 SW 5th Ave,Portland,97204
Portland Rescue Mission,97.5,111 W Burnside St,Portland,97209
Noble Rot,97.5,1111 E Burnside St,Portland,97214
Michaels Italian,100,1111 SE Sandy Blvd,Portland,97214
Portland Center for Performing Arts,94.25,1111 SW Broadway,Portland,97205
Karam Lebanese Deli & Catering,83.5,1111 SW Jefferson Street,Portland,97205
El Indio,90,11114 NE Halsey St,Portland,97220
Josephs Deli,100,11120 NE Halsey St,Portland,97220
"Subway Capitol Hwy, #25542",87,11120 SW Capitol Hwy,Portland,97219
Golden Dynasty,94,11128 SE Foster Rd,Portland,97266
"Happy Sing Bar,",85,11130 SE Powell Blvd,Portland,97266
McGillacuddys,97.33333333,11133 NE Halsey St,Portland,97220
Kuangs Kitchen,85,11137 SW Capitol Hwy,Portland,97219
Peets Coffee and Tea,100,1114 NW Couch St,Portland,97209
Yuan Su Vegetarian Restaurant,92.33333333,11140 SE Powell Blvd,Portland,97266
Jet Black Coffee Company,100,11150 NE Weider Street,Portland,97220
Barley Sprout Pizza,100,112 N Main Ave,Gresham,97030
Elenis Philoxenia,88.5,112 NW 9th Ave,Portland,97209
Angelinas Greek Arena,100,112 NW Couch St,Portland,97209
Kells Irish Restaurant and Pub,93,112 SW 2nd Ave,Portland,97204
La Quinta,97.5,11207 NE Holman St,Portland,97220
Roxy,88.5,1121 SW Stark St,Portland,97205
Tik Tok Restaurant Bar,90.33333333,11215 SE Division St,Portland,97266
"Burgerville, #32",100,1122 SE Hawthorne Blvd,Portland,97214
QuickFish,93.33333333,1122 SW Stark St,Portland,97205
Red Onion,96,1123 NW 23rd Ave,Portland,97210
Heart 2.0,93,1123 SW Washington Street,Portland,97205
Tik Tok Deli,97.25,11239 SE Division St,Portland,97266
Multnomah Whiskey Library,79,1124 SW Alder St,Portland,97205
Utopia Restaurant/Lounge,98.33333333,1125 NE 82nd Ave,Portland,97220
Big Apple Pizzeria,97,1125 NE Kane Dr,Gresham,97030
Heart Bar DBA Aviv/Sudra,89.5,1125 SE Division St,Portland,97202
Scandals,96.75,1125 SW Stark St,Portland,97205
Candlewood Suites,95,11250 NE Holman St,Portland,97220
Maddys,99,11252 NE Sandy Blvd,Portland,97220
Virtuous Pie,92,1126 SE Division St 200,Portland,97202
Bakers Mark,96.33333333,1126 SE Division St Ste 180,Portland,97202
Kinara Thai Bistro,83.25,1126 SW 18th Ave,Portland,97205
S'Mores Bar,82,1126 SW Alder St,Portland,97205
Comma,86.5,1126 SW Morrison Street,Portland,97205
First Congregational Church,92,1126 SW Park Avenue,Portland,97205
Shalom Y'all - Alder,90.66666667,1128 SW Alder St,Portland,97205
Piazza Italia,92.25,1129 NW Johnson St,Portland,97209
Le Chon,88.25,113 SW Naito Pkwy,Portland,97204
Temptation Cafe,85.5,1130 NE Holladay St A,Portland,97232
Katie's Backyard,93,11307 NE Sandy Blvd,Portland,97220
Giorgios Restaurant,100,1131 NW Hoyt St,Portland,97209
Daily Planet,97.5,11312 SE Powell Blvd,Portland,97266
Outside In,89.75,1132 SW 13th Ave,Portland,97205
Taste of Excellence,100,1132 SW 19th Ave 101,Portland,97205
"Sharis Restaurant, #218",94.66666667,11335 NE Airport Way,Portland,97220
Oven and Shaker,92.5,1134 NW Everett St,Portland,97209
"Starbucks Coffee Pearl District, #466",100,1134 NW Glisan St 108,Portland,97209
Comfort Suites Southwest,92.33333333,11340 SW 60th Ave,Portland,97219
Luke Dorf Catering,100,11349 NE Sandy Blvd,Portland,97220
"Burgerville, #14",96.33333333,1135 NE Martin Luther King Jr Blvd,Portland,97232
Cheryls on 12th,80,1135 SW Washington St,Portland,97205
"Good Earth Cafe,",84,1136 SW 3rd Ave,Portland,97204
Saint Cupcake,97.25,1138 SW Morrison St,Portland,97205
Jimmy Johns,100,1139 NE Broadway,Portland,97232
"Red Robin, #092",97,1139 NE Grand Ave,Portland,97232
Piattino,100,1140 NW Everett St,Portland,97209
Gateway Breakfast House,100,11411 NE Halsey St,Portland,97220
Rounders,98.33333333,11416 NE Halsey St,Portland,97220
Pappys Bar and Grill,100,1144 NE 82nd Ave,Portland,97220
Rabbits Cafe,97.5,115 NE 6th Ave,Portland,97232
Sizzle Pie,97,115 NE Schuyler St,Portland,97212
Elephants Delicatessen,100,115 NW 22nd Ave,Portland,97210
Simple Local Coffee,98.75,115 SW Ash St 100,Portland,97204
Residence Inn Portland Downtown Pearl District,99,1150 NW 9th Ave,Portland,97209
Good Coffee,100,1150 SE 12th Ave,Portland,97214
3 Sheets At The Harbor,89.66666667,11505 NE Yacht Harbor Dr # 108,Portland,97217
Antojitos Mexicanos y Taqueria y Tamaleria,89,11516 NE Sandy Blvd,Portland,97220
Clarion Hotel Airport,99,11518 NE Glenn Widing Dr,Portland,97220
Dutch Bros Coffee,95.33333333,11529 NE Glenn Widing Dr,Portland,97220
Blue Star Donuts,92.5,1155 SW Morrison Street 102,Portland,97205
Courtyard by Marriot,97.33333333,11550 NE Airport Way,Portland,97220
"Panera Bread Bakery Cafe, #2160",100,11563 NE Glenn Widing Dr,Portland,97220
Secret Society,100,116 NE Russell St,Portland,97212
August Moon,90.66666667,116 SW Clay St,Portland,97201
Captain Ankeny's Pizza & Pub,81.83333333,116 SW Pine St,Portland,97204
New Taipei Noodle Haus,98.33333333,11642 NE Halsey St,Portland,97220
District The,91.66666667,117 N Main Ave,Gresham,97030
Shalom Y'all Restaurant,100,117 SE Taylor St Ste 101,Portland,97214
Shilo Restaurant and Lounge,95.25,11707 NE Airport Way,Portland,97220
Whelan's Irish Pub,96.66666667,11709 SE Division St,Portland,97266
Coava,97.25,1171 SW Jefferson St,Portland,97201
Montanas Bar,99.25,11721 SE Stark St,Portland,97216
Jenny's Jamaincan Food,100,11741 SE Foster Road,Portland,97266
Beulahland,83,118 NE 28th Ave,Portland,97232
Cup and Bar,97.5,118 NE Martin Luther King Jr Blvd,Portland,97232
Floyds Coffee Shop Old Town,100,118 NW Couch St,Portland,97209
Parkrose Sports Pub & Grub,86.5,11807 NE Sandy Blvd,Portland,97220
Walter Mittys Restaurant,89,11830 Kerr Pkwy,Lake Oswego,97035
"Arbys, #6745",100,1184 NW Frontage Rd,Troutdale,97060
Jantzen Beach Hooters,97.875,11875 N Jantzen Dr,Portland,97217
Ez Freezy Division Center,94.75,11904 SE Division St,Portland,97266
Somus Boba Cafe,91.5,11906 SE Division St,Portland,97266
Teriyaki King,92.33333333,11910 SE Division St,Portland,97266
"Jantzen Beach Anchor Bar, #35",96.66666667,11915 N Center Ave,Portland,97217
Thai 2 go,94.66666667,11920 SE Division St,Portland,97266
Springhill Suites by Marriott,100,11922 NE Airport Way,Portland,97220
"Dottys, #7",98.75,11926 SE Division St,Portland,97266
Fairfield Inn By Marriott,100,11929 NE Airport Way,Portland,97220
"Jantzen Beach Cafe del Toro, #37",100,11935 N Center Ave,Portland,97217
Homewood Suites by Hilton,97,11936 NE Glenn Widing Dr,Portland,97220
Best Western Plus,96.33333333,11938 NE Airport Way,Portland,97220
Little Caesars Pizza,100,11940 NE Glisan,Portland,97220
"Jantzen Beach Paddys, #28",100,11945 N Center Ave,Portland,97217
Dennys #6801,96,11950 N Center Ave,Portland,97217
"Jantzen Beach Dottys, #24",100,11955 N Center Ave,Portland,97217
Delicious Donuts Shop,98.5,12 SE Grand Ave,Portland,97214
Asian Thai Bistro,89.66666667,120 N Main Ave,Gresham,97030
Toro Bravo,96.33333333,120 NE Russell St,Portland,97212
Cookie Dough Cafe (The),100,120 NW 13th Ave,Portland,97209
Hobos,94.75,120 NW 3rd Ave,Portland,97209
Mandarin House,91.16666667,120 SW Ankeny St,Portland,97204
Okitoki,87.75,120 SW Jefferson St,Portland,97201
Fairfield Inn & Suites by Marriott,95.5,1200 N Anchor Way,Portland,97217
"Buffalo Wild Wings, #3605",100,1200 NE Broadway 20,Portland,97232
"Baskin Robbins, #4302",96.33333333,1200 NE Burnside Rd,Gresham,97030
Shift Drinks,94.66666667,1200 SW Morrison St,Portland,97205
PCC Sylvania Campus,90,12000 SW 49th Ave,Portland,97219
Capers Cafe,97.33333333,12003 NE Ainsworth Cir,Portland,97220
"Jantzen Beach McDonalds, #3732",93.33333333,12005 N Center Ave,Portland,97217
Menjiro,96,12006 N Jantzen Dr,Portland,97217
Marrakesh Moroccan,95,1201 NW 21st Ave,Portland,97209
"Chipotle Mexican Grill, #1358",100,1201 NW Lovejoy St,Portland,97209
Brazil Grill,98,1201 SW 12th Ave,Portland,97205
Dil Se Indian Cuisine,98.33333333,1201 SW Jefferson St,Portland,97201
Comfort Suites Portland Airport,99,12010 NE Airport Way,Portland,97220
"Taco Bell, #18619",99,12017 NE Glisan St,Portland,97220
McDonalds Restaurant,94.66666667,12026 NE Airport Way,Portland,97220
Donnie Vegas,95.5,1203 NE Alberta St,Portland,97211
Grants Philly CheeseSteak,100,1203 NW 23rd Ave,Portland,97210
Club Sinrock,99.25,12035 NE Glisan St,Portland,97220
"Arbys, #6384",100,12035 NE Halsey St,Portland,97220
Paleys Place,100,1204 NW 21st Ave,Portland,97209
Upper Left Roaster,98.33333333,1204 SE Clay St,Portland,97214
Hilton Garden Inn,98,12048 NE Airport Way,Portland,97220
Sweetpea Baking Company,100,1205 SE Stark St,Portland,97214
"Lardo, Grassa & Beer O'Clock",79.33333333,1205 SW Washington St,Portland,97205
Cracker Barrel Jantzen Beach,99,12050 N Center Ave,Portland,97217
Jantzen Beach Huddys Place,96.33333333,12055 N Center Ave Ste 200,Portland,97217
Jantzen Beach CJs Deli,100,12055 N Center Ave Ste 300,Portland,97217
Sugarpine Drive-in,93.33333333,1208 E Historic Columbia River Hwy,Troutdale,97060
Cha! Cha! Cha! Mexican Restaurant,94,1208 NW Glisan St,Portland,97209
Javiers Tacos,84.5,121 N Lombard St,Portland,97217
Super 8 Motel,94.66666667,121 NE 181st Ave,Portland,97230
Theos,100,121 NW 5th Ave,Portland,97209
Avid Cider,98.33333333,121 NW 9th Ave Suite 350,Portland,97209
Mother's Bistro & Bar,77,121 SW 3rd Ave,Portland,97204
Cafe Roma,95.5,121 SW Morrison St 130,Portland,97204
Jamba Juice,100,1210 Lloyd Center,Portland,97232
Jantzen Beach BJs Pizza Grill,99,12105 N Center Ave,Portland,97217
"McDonalds 00203,",97.25,12109 NE Glisan St,Portland,97220
"Subway 33030,",98.5,1211 NE Martin Luther King Jr Blvd,Portland,97232
"Starbucks Coffee - Pac West, #450",98.5,1211 SW 5th Ave Ste 107,Portland,97204
Lums Pig N Pancake,100,12110 NE Glisan St,Portland,97220
Amai Teriyaki,93,12118 NE Glisan St,Portland,97220
Los Gorditos Restaurant,83,1212 SE Division St,Portland,97202
Lardo,97.5,1212 SE Hawthorne Blvd,Portland,97214
Subway,98.33333333,1212 SE Powell Blvd,Portland,97202
Taco Time,96.75,12122 SE Division St,Portland,97266
"KFC, 080023",98.33333333,12124 NE Glisan St,Portland,97220
Anna Bannanas,94.5,1214 NW 21st Ave,Portland,97209
"Gourmet Coffee Brew Master Inc,",100,1214 SE 7th Ave,Portland,97214
Best Western Inn at the Meadows,96.75,1215 N Hayden Meadows Dr,Portland,97217
"Jimmy Johns, #2594",99,12154 N Pavilion Ave,Portland,97217
Apex,98.75,1216 SE Division St,Portland,97202
Picasso Pizza Co,98,12176 N Pavilion Ave,Portland,97217
"Portland Art Museum, Museum Grounds",93,1219 SW Park Ave,Portland,97205
Little Big Burger,100,122 NW 10th Ave,Portland,97209
"Stanfords, #71",97,12200 N Parker Avenue,Portland,97217
West,96,1221 NW 21st Ave,Portland,97209
21st Century Pizza,98,1221 SW Jefferson St,Portland,97201
El Palmar,93,12222 SE Stark St,Portland,97233
Jantzen Beach Oxford Suites,98,12226 N Jantzen Dr,Portland,97217
Ringlers Annex Cellar Bar,98,1223 SW Stark St,Portland,97205
Starbucks Coffee 17747 Jantzen Beach,99,12235 N Center Ave,Portland,97217
"Jantzen Beach Taco Bell, #16521",96.5,12237 N Jantzen Dr,Portland,97217
Jersey Mikes Subs,98,12243 N Center Ave,Portland,97217
Unity Center for Behavioral Health,94.5,1225 NE 2nd Ave,Portland,97232
Up North Surf Club,100,1229 N Killingsworth St,Portland,97217
Behind the Museum Cafe,96.75,1229 SW 10th Ave,Portland,97205
F and B Cafe,100,123 NE 3rd Ave,Portland,97232
Heidis of Gresham,94.5,1230 NE Cleveland Ave,Gresham,97030
Montesacro PDX,97.5,1230 NW Hoyt St B,Portland,97209
Cider Bite,100,1230 NW Hoyt St STE A,Portland,97209
Eat Your Heart Out,98.5,1230 SE 7th Ave,Portland,97214
Courtyard By Marriott,97.75,1231 N Anchor Way,Portland,97217
MOD Pizza - Hazelwood,97.33333333,12311 NE Halsey St,Portland,97230
Haymaker,97.25,1233 N Killingsworth St,Portland,97217
Kokiyo Teriyaki II,100,1234 SE 7th Ave,Portland,97214
Turkey Place on Jefferson,73,1234 SW 2nd Ave,Portland,97204
