Name,Score,Address,City,Zip
Courtyard By Marriott,97.75,1231 N Anchor Way,Portland,97217.0
MOD Pizza - Hazelwood,97.33333333,12311 NE Halsey St,Portland,97230.0
Haymaker,97.25,1233 N Killingsworth St,Portland,97217.0
Kokiyo Teriyaki II,100.0,1234 SE 7th Ave,Portland,97214.0
Turkey Place on Jefferson,73.0,1234 SW 2nd Ave,Portland,97204.0
Powellhurst Tavern,95.0,12344 SE Powell Blvd,Portland,97236.0
Pops Restaurant,100.0,1235 NE 47th Ave,Portland,97213.0
Sisters Coffee Company,100.0,1235 NW Marshall St,Portland,97209.0
Double Dragon,98.33333333,1235 SE Division St 101,Portland,97202.0
Chef Naoko,96.33333333,1235 SW Jefferson St,Portland,97201.0
Tekka Bar,97.0,1237 SW Washington St,Portland,97205.0
Higgins Restaurant,85.0,1239 SW Broadway,Portland,97205.0
Loving Hut,95.33333333,1239 SW Jefferson St,Portland,97201.0
Paradise Sports Bar and Cafe,97.0,12423 NE Glisan St,Portland,97230.0
Uncle Vinnys Eatery and Pizza,94.0,12424 NE Sandy Blvd,Portland,97230.0
Vegas Chinese Restaurant,88.0,12424 SE Division St,Portland,97236.0
Portland Teriyaki,95.0,12427 NE Glisan St,Portland,97230.0
Clearys Restaurant and Spirts,92.0,12429 NE Glisan St,Portland,97230.0
Thai Chili Jam Restaurant,84.0,1243 SW Jefferson St,Portland,97201.0
Salama Market & Restaurant,87.0,12435 NE Glisan St,Portland,97230.0
"Jack in the Box, #7157",91.33333333,12444 NE Airport Way,Portland,97230.0
Kuu,90.0,125 NE Martin Luther King Jr Blvd,Portland,97232.0
Pine State Biscuits Commissary,97.33333333,125 NE Schuyler St,Portland,97212.0
Barbarella Portland,100.0,125 NW 5th Ave,Portland,97209.0
Residence Inn Portland N Harbour,94.75,1250 N Anchor Way,Portland,97217.0
Wooden Chicken Pub,95.66666667,12500 NE Sandy Blvd,Portland,97230.0
Rachel's Bar & Grill,91.0,12510 SE Division St,Portland,97236.0
"Jimmy Johns, #2352",95.0,12518 NE Airport Way,Portland,97230.0
Papa Son's Bar,92.33333333,12525 SE Powell Blvd,Portland,97236.0
Pizzayaki,94.5,12544 SE Division Street,Portland,97236.0
Ablis Experience,93.3125,126 SW 2nd Ave,Portland,97204.0
Common Law,86.0,126 SW 2nd Ave # 106,Portland,97204.0
Teote Outpost,87.5,126 SW 2nd Ave #101,Portland,97204.0
Bless Your Heart Burgers,98.75,126 SW 2nd Ave Ste 103,Portland,97204.0
Pollo Bravo,91.66666667,126 SW 2nd Ave Ste 110,Portland,97204.0
Sharetea,100.0,1260 E Burnside Street,Portland,97214.0
"Taco Bell 32935,",96.0,12605 SE Division St,Portland,97236.0
"Starbucks Coffee, #14042",100.0,12613 SE Division St,Portland,97236.0
Scarlet Lounge,95.5,12646 SE Division St,Portland,97236.0
Pizzicato Pizza,95.5,1265 NW 10th Ave,Portland,97209.0
Foster Road Dairy Queen,96.0,12727 SE Foster Rd,Portland,97236.0
City State Diner,92.5,128 NE 28th Ave,Portland,97232.0
Cliffs,95.0,128 NE Russell St,Portland,97212.0
Armory Cafe 2nd Floor Kitchen,97.25,128 NW 11th Ave,Portland,97209.0
Rainbow Dragon Restaurant,93.66666667,12840 SE Stark St,Portland,97233.0
Marys Fine Foods,81.33333333,129 SW Broadway,Portland,97205.0
Star Theater,93.66666667,13 NW 6th Ave,Portland,97209.0
Botanist Bar PDX,100.0,1300 NW Lovejoy St,Portland,97209.0
Coava Coffee Roasters,98.33333333,1300 SE Grand Ave,Portland,97214.0
Zells Cafe,97.5,1300 SE Morrison St,Portland,97214.0
Marthas/Roof Deck at Revolution Hall,98.33333333,1300 SE Stark St # 110&109,Portland,97214.0
Venue 101 (AKA-Show Bar,100.0,1300 SE Stark St Suite 101&213,Portland,97214.0
"Starbucks Coffee, #414",100.0,1300 SW 3rd Ave,Portland,97201.0
Ps and Qs Market,86.5,1301 NE Dekum St,Portland,97211.0
"Starbucks Coffee, #477",100.0,1301 NW 23rd Ave,Portland,97210.0
Acadia Bistro,95.5,1303 NE Fremont St,Portland,97212.0
Picnic PDX,99.0,1305 NW 23rd Ave,Portland,97210.0
White Owl Social Club,100.0,1305 SE 8th Ave,Portland,97214.0
"Starbucks Coffee, #465",100.0,1305 SE Tacoma St,Portland,97202.0
Winning Spot,99.0,13056 SE Stark St B,Portland,97233.0
Ichi 15 Teriyaki,95.25,1307 NE 102nd Ave C,Portland,97220.0
Muchas Gracias Mexican Food,98.75,1307 NE 102nd Ave D,Portland,97220.0
There Be Monsters,100.0,1308 SE Morrison St,Portland,97214.0
The Star Portland,92.0,1309 NW Hoyt St,Portland,97209.0
Von Ebert Brewing,100.0,131 NW 13th Ave,Portland,97209.0
Tara Thai Northwest,100.0,1310 NW 23rd Ave,Portland,97210.0
Bridge City Cafe,94.0,1310 SW 3rd Ave,Portland,97201.0
Skyline Restaurant,97.0,1313 NW Skyline Blvd,Portland,97229.0
Andina Restaurant and Bar,87.0,1314 NW Glisan St,Portland,97209.0
Verdigris,98.0,1315 NE Fremont St,Portland,97212.0
Eastside Coffee Bar & Workspace,100.0,1315 SE 20th Ave,Portland,97214.0
"Barnes and Noble Booksellers, #2077",100.0,1317 Lloyd Center,Portland,97232.0
Mio Sushi Pearl,100.0,1317 NW Hoyt St,Portland,97209.0
Riyadhs Lebanese Food,98.33333333,1318 SE Hawthorne Blvd,Portland,97214.0
Bijou Cafe,86.66666667,132 SW 3rd Ave,Portland,97204.0
Railhouse Lounge,97.0,1320 SE Water Ave,Portland,97214.0
Jantzen Beach Original Joes,100.0,1321 N Hayden Island Dr,Portland,97217.0
Scooter McQuades,76.5,1321 SW Washington St,Portland,97205.0
Siri Indian Cuisine,92.25,1323 NW 23rd Ave,Portland,97210.0
Crave Catering,100.0,1324 SE 8th Ave,Portland,97214.0
Milos City Café,92.0,1325 NE Broadway,Portland,97232.0
Free House,97.33333333,1325 NE Fremont St,Portland,97212.0
Henry Higgins Boiled Bagels,85.0,1325 SE Tacoma St,Portland,97202.0
Rose City Book Pub,98.5,1329 NE Fremont St,Portland,97212.0
Sisters of the Road,96.33333333,133 NW 6th Ave,Portland,97209.0
E San Thai Cuisine,91.5,133 SW 2nd Ave,Portland,97204.0
Raven and Rose,87.0,1331 SW Broadway,Portland,97201.0
Cassidys Restaurant,85.25,1331 SW Washington St,Portland,97205.0
Joes Cellar,88.25,1332 NW 21st Ave,Portland,97209.0
Ikoi No Kai,99.25,1333 SE 28th Ave,Portland,97214.0
Thai Touch Cuisine,98.33333333,1334 SE Hawthorne Blvd,Portland,97214.0
Jantzen Beach Boomers Burgers and Bar B Cue,96.0,1335 N Hayden Island Dr,Portland,97217.0
Brix Tavern,85.33333333,1338 NW Hoyt St,Portland,97209.0
Mizu Sushi Bar,95.25,1338 SW 3rd Ave,Portland,97201.0
Rogue Pearl Public House,96.75,1339 NW Flanders St,Portland,97209.0
Jolly Roger,96.66666667,1340 SE 12th Ave,Portland,97214.0
Portland Kettle LLC,99.0,1344 SW 3rd Ave,Portland,97201.0
Poke Bar,100.0,1348 SW Third Avenue,Portland,97201.0
Nossa Familia - Lovejoy,100.0,1350 NW Lovejoy Street 220,Portland,97209.0
Foxys,98.33333333,13503 SE Division St,Portland,97236.0
"Tilt 2,",98.75,1355 NW Everett St,Portland,97209.0
Chiosco-The Porter,86.4,1355 SW 2nd Ave,Portland,97201.0
Lust,100.0,13550 SE Powell Blvd,Portland,97236.0
Fullers Restaurant,95.5,136 NW 9th Ave,Portland,97209.0
Lucky Corner Bar N Grill,87.0,13604 SE Powell Blvd,Portland,97236.0
Dairy Queen,92.0,13608 SE Division St,Portland,97236.0
Guilty Pleasures,87.0,13639 SE Powell Blvd,Portland,97236.0
Marinepolis Sushi Land - Pearl,92.0,138 NW 10th Ave,Portland,97209.0
Honey Jar Cafe,89.0,13810 NE Sandy Blvd,Portland,97230.0
"Double Pepper,",79.0,13816 NE Sandy Blvd,Portland,97230.0
Venture Inn,98.33333333,13900 NE Sandy Blvd,Portland,97230.0
Sandy Hot Wing Cafe,92.66666667,13912 NE Sandy Blvd,Portland,97230.0
"Dottys, #2",93.66666667,1395 NE 181st Ave,Portland,97230.0
Standard Fall Out Shelter,100.0,14 NE 22nd Ave,Portland,97232.0
"Panera Bread, #2157",98.75,1400 N Tomahawk Island Dr,Portland,97217.0
Crush,100.0,1400 SE Morrison St,Portland,97214.0
Sunees Thai Kitchen,96.66666667,1400 SE Stark St,Portland,97214.0
Levy Coliseum Catering A E C,92.0,1401 N Wheeler Ave,Portland,97227.0
Juvenile Justice Complex Courtyard Cafe Catering,97.75,1401 NE 68th Ave,Portland,97213.0
Pettygrove Station,97.0,1401 NW 19th Avenue,Portland,97209.0
Nostrana,94.5,1401 SE Morrison St,Portland,97214.0
Smokehouse Tavern DBA Delores,91.0,1401 SE Morrison St 117,Portland,97214.0
Press Release,94.5,1401 SW Naito Parkway,Portland,97201.0
Portland Marriott Downtown Banquet Kitchen Caterin,95.1,1401 SW Naito Pkwy,Portland,97201.0
Glendoveer Golf and Tennis,99.0,14015 NE Glisan St,Portland,97230.0
"Carls Jr, #7119",100.0,1403 NE 102nd Ave,Portland,97220.0
Richards,89.33333333,1403 NE 181st Ave,Portland,97230.0
Namaste Indian Cuisine,89.0,1403 NE Weilder St,Portland,97232.0
Farm Spirit,100.0,1403 SE Belmont St,Portland,97214.0
West Coast Grocery Company,92.0,1403 SE Stark St,Portland,97214.0
Chai Thai Cuisine,91.0,14035 SE Stark St,Portland,97233.0
"Wendy's, #1512",100.0,1405 N Lombard St,Portland,97217.0
Sugar Street,87.0,1405 SE Alberta Street,Portland,97214.0
High Dive,100.0,1406 SE 12th Ave,Portland,97214.0
Meat Cheese Bread,100.0,1406 SE Stark St,Portland,97214.0
Que Pasa Cantina,100.0,1408 SE 12th Ave,Portland,97214.0
Nel Centro,87.75,1408 SW 6th Ave,Portland,97201.0
Bamboo Sushi,82.0,1409 NE Alberta St,Portland,97211.0
Beer,100.0,1410 SE Stark St,Portland,97214.0
Rafatis Catering,93.25,1410 SW Morrison St,Portland,97205.0
Joy Teriyaki at Halsey,91.66666667,1411 NE 181st Ave,Portland,97230.0
Eastern Cathay,83.66666667,1411 NE 82nd Ave,Portland,97220.0
Chai Yo Restaurant,81.75,1411 NE Broadway,Portland,97232.0
10 Barrel Brewing Company,95.5,1411 NW Flanders St,Portland,97209.0
Tiny's Coffee,100.0,1412 SE 12th Ave,Portland,97214.0
Woody's Coffee,100.0,1412 SE Morrison St,Portland,97214.0
Don Camaron,92.0,14130 SE Division St,Portland,97236.0
Snow Bunny Cafe,97.0,1415 NW 11th Avenue,Portland,97209.0
Strum,100.0,1415 SE Stark St,Portland,97214.0
Twilight Cafe,87.5,1420 SE Powell Blvd,Portland,97202.0
"Wendy's, #1522",100.0,1421 NE Grand Ave,Portland,97232.0
"Case Study Coffee, #3",87.5,1422 NE Alberta St,Portland,97211.0
Sushi Ohana,88.33333333,1422 NE Broadway St,Portland,97232.0
Southland Whisky Kitchen,100.0,1422 NW 23rd Ave,Portland,97210.0
Eb and Bean,97.0,1425 NE Broadway,Portland,97232.0
Back Pedal Brewing Co,100.0,1425 NW Flanders St,Portland,97209.0
Mika Japanese Sushi,93.25,1425 SW 2nd Ave,Portland,97201.0
Pastini,100.0,1426 NE Broadway,Portland,97232.0
Stark Street Pub & Grill,93.0,14270 SE Stark St,Portland,97233.0
Ben and Jerrys Hawthorne,100.0,1428 SE 36th Ave,Portland,97214.0
3 Doors Down Cafe,100.0,1429 SE 37th Ave,Portland,97214.0
Sandy Hut,96.0,1430 NE Sandy Blvd,Portland,97232.0
Garden Bar Commissary Kitchen,99.16666667,1430 SE Water Ave,Portland,97214.0
INJ Coffee,95.33333333,1431 SW Park Ave,Portland,97201.0
St Stephens Episcopal,97.5,1432 SW 13th Ave,Portland,97201.0
Revolucion Coffee House,98.0,1432 SW 6th Ave,Portland,97201.0
Casa del Sol Mexican Restaurant,79.33333333,14324 SE Division St,Portland,97236.0
Play Date PDX,97.5,1434 NW 17th Ave,Portland,97209.0
Noodle World,97.33333333,1434 SW Park Ave,Portland,97201.0
Khao San,82.75,1435 NW Flanders St,Portland,97209.0
Tin Shed,97.0,1438 NE Alberta St,Portland,97211.0
Casa Del Matador,94.66666667,1438 NW 23rd Ave,Portland,97210.0
"Panda Express, #1110",99.0,1440 N Lombard St C,Portland,97217.0
Capitol Restaurant & Bar,98.5,1440 NE Broadway,Portland,97232.0
Victorian Belle,98.0,1441 N Mcclellan St,Portland,97217.0
Crowne Plaza Portland Downtown Restaurant,92.0,1441 NE 2nd Ave,Portland,97232.0
Peets Coffee Tea,98.33333333,1441 NE Broadway St,Portland,97232.0
Panda Express Restaurant #2099,99.0,1450 NE 122nd Ave,Portland,97230.0
Golden Pliers Bicycle Repair & Supply,100.0,1451 N Skidmore St,Portland,97217.0
Chandelier,100.0,1451 SE Ankeny St,Portland,97214.0
"KFC, 080037",98.5,14515 SE Division St,Portland,97236.0
Fuel Cafe,87.0,1452 NE Alberta St,Portland,97211.0
"Sharis Restaurant, #171",87.5,1453 NE 181st Ave,Portland,97230.0
Broadway & Clay Starbucks #420,96.8,1455 SW Broadway,Portland,97201.0
Daisy Cafe,92.0,1465 NE Prescott St,Portland,97211.0
Capitola Coffee,92.0,1465 NE Prescott St B,Portland,97211.0
Pok Pok Noi,95.0,1469 NE Prescott St,Portland,97211.0
Trinity Episcopal Cathedral,98.33333333,147 NW 19th Ave,Portland,97209.0
Kellis Cafe,89.0,14717 SE Division St,Portland,97236.0
Grain & Gristle,93.0,1473 NE Prescott St,Portland,97211.0
Portland Suites,94.0,1477 NE 183rd Ave,Portland,97230.0
Charlie's Teriyaki,97.0,14800 SE Powell Blvd 2,Portland,97236.0
"Carls Jr, #7121",97.33333333,14836 SE Division St,Portland,97236.0
Poke Mon,98.5,1485 SE Hawthorne Blvd,Portland,97214.0
New China Garden,93.33333333,14908 SE Powell Blvd,Portland,97236.0
Taco Salsa,92.33333333,14919 SE Stark St 101,Portland,97233.0
Lucky Spot,100.0,14919 SE Stark St 112,Portland,97233.0
Good Brothers Pizza,96.0,14919 SE Stark St Suite 105,Portland,97233.0
Alexanders Deli,97.0,15 NE 181st Ave,Portland,97230.0
Khora Coffeehouse,100.0,15 NE 18th Ave,Portland,97232.0
Union Gospel Mission,97.33333333,15 NW 3rd Ave,Portland,97209.0
Hoxton The,96.0,15 NW 4th Avenue,Portland,97209.0
Holman's Bar & Grill,100.0,15 SE 28th Ave,Portland,97214.0
X,98.5,15 SW 2nd Ave,Portland,97204.0
Sultan Cafe,98.0,1500 NW 18th Ave,Portland,97209.0
Crown Cafe,97.25,1500 SW 1st Ave,Portland,97201.0
Aztec Will Joe Rose,90.33333333,1501 NE Broadway,Portland,97232.0
Voodoo Doughnut,100.0,1501 NE Davis St,Portland,97232.0
Daddy Mojos Cafe,96.0,1501 NE Fremont St,Portland,97212.0
Koji Osakaya Japanese Restaurant,93.0,1502 NE Weidler St,Portland,97232.0
"Starbucks Coffee, #14046",100.0,1503 NE Martin Luther King Jr Blvd,Portland,97232.0
Love Belizean,95.33333333,1503 SW Broadway,Portland,97201.0
Sesame Donuts,98.0,1503 SW Park Ave,Portland,97201.0
McMenamins on Broadway,100.0,1504 NE Broadway 900,Portland,97232.0
Strikeforce,100.0,1505 NW 21st Ave,Portland,97209.0
SeaSweets Poke,100.0,1505 SE 31st Ave Unit 102,Portland,97214.0
Hillsdale Pub,92.0,1505 SW Sunset Blvd,Portland,97239.0
Shilo Inn Rose Garden,94.5,1506 NE 2nd Ave,Portland,97232.0
Grassa,99.25,1506 NW 23rd Ave,Portland,97210.0
Arbor Lodge,100.0,1507 N Rosa Parks Way,Portland,97217.0
"Starbucks Coffee, #18729",100.0,1510 NE 122nd Ave,Portland,97230.0
Lloyd Cinemas,98.33333333,1510 NE Multnomah St,Portland,97232.0
Greenleaf Juicing Company - Slabtown,100.0,1510 NW 22nd Avenue,Portland,97210.0
Helium Comedy Club,89.0,1510 SE 9th Ave,Portland,97214.0
King Tide Fish & Shell,85.75,1510 SW Harbor Way,Portland,97201.0
Subway Sandwiches #36856,91.33333333,1511 NE 181st Avenue,Portland,97230.0
"Pizza Hut, #2859",99.0,1513 NE 181st Ave,Portland,97230.0
Hem 23 Vietanmese Bar & Grill,94.5,1514 NW 23rd Ave,Portland,97210.0
Lugano Coffee Express,99.0,1515 SE Water Ave Ste 101,Portland,97214.0
Gilini,93.0,1515 SW 5th Ave 500,Portland,97201.0
Away Days Brewing,100.0,1516 SE 10th Ave,Portland,97214.0
15th Avenue Hophouse,98.5,1517 NE Brazee St,Portland,97212.0
Pacific Pie Company,100.0,1520 SE 7th Ave,Portland,97214.0
Thirsty Monk Bazi,100.0,1522 SE 32nd Ave,Portland,97214.0
Salvador Mollys Sun West,79.0,1523 SW Sunset Blvd,Portland,97239.0
Lela's Bistro,97.33333333,1524 NW 23rd Ave,Portland,97210.0
Nimble Fish,100.0,1524 SE 20th Ave,Portland,97214.0
"McDonalds 18588,",98.5,1525 NE 103rd Ave,Portland,97220.0
McMenamins Market Street Pub,93.66666667,1526 SW 10th Ave,Portland,97201.0
Days Inn,100.0,1530 NE 82nd Ave,Portland,97220.0
Kiva Tea Bar and Spa,99.0,1533 NW 24th Ave,Portland,97210.0
"Wendy's, #1632",91.0,1535 NE 181st Ave,Portland,97230.0
Park Ave Cafe,99.0,1535 SW Park Ave,Portland,97201.0
Grants Philly Cheese Steak,98.33333333,15350 NE Sandy Blvd A,Portland,97230.0
Helsers on Alberta,89.0,1538 NE Alberta St,Portland,97211.0
Leaky Roof Pub Grill,91.25,1538 SW Jefferson St,Portland,97201.0
Besaw's,98.33333333,1545 NW 21st Ave,Portland,97209.0
Breakside Brewery - Slabtown,100.0,1570 NW 22nd Ave,Portland,97210.0
Grind,88.0,15826 SE Division St,Portland,97236.0
Fortune Star Lounge,98.5,15920 SE Division St,Portland,97236.0
Dream On Saloon,95.0,15920 SE Stark St,Portland,97233.0
KickStand Comedy,100.0,16 NW Broadway,Portland,97209.0
Changs Mongolian,96.0,1600 NE 122nd Ave,Portland,97230.0
Dominos Pizza #7232,87.0,1600 SE 122nd Ave,Portland,97233.0
Gildas Italian Restaurant,85.75,1601 SW Morrison St,Portland,97205.0
Handsome Pizza and Seastar Bakery,97.0,1603 NE Killingsworth St,Portland,97211.0
Hat Yai Restaurant,88.0,1605 NE Killingsworth St,Portland,97211.0
PDX Sliders,90.0,1605 SE Bybee Blvd,Portland,97202.0
Daily Double Tavern,94.0,1607 NE 162nd Ave,Portland,97230.0
Fetzers German Sausage,100.0,1608 N Argyle St,Portland,97217.0
"Subway, #49436",92.0,16088 NE Sandy Blvd,Portland,97230.0
St Jack NW,96.0,1610 NW 23rd Ave,Portland,97210.0
Artemis Foods Catering,100.0,1610 SE 3rd Ave,Portland,97214.0
Fruteria Delicias,99.0,16100 SE Stark St,Portland,97233.0
Elephants Commissary,96.66666667,1611 SE 7th Ave,Portland,97214.0
"Mashita Teriyaki, #1",91.0,1612 NE 6th Ave,Portland,97232.0
Red Apple Bar and Grill,91.33333333,16126 NE Sandy Blvd,Portland,97230.0
Tea Bar,92.0,1615 NE Killingsworth St,Portland,97211.0
G-Love,100.0,1615 NW 21st Avenue,Portland,97210.0
Teote,97.33333333,1615 SE 12th Ave,Portland,97214.0
Taste of Bangkok,100.0,1618 NE 6th Ave,Portland,97232.0
Avenue 23rd Tap & Table,98.33333333,1620 NW 23rd Ave,Portland,97210.0
"Starbucks Coffee, #3714",100.0,1621 NE Grand Ave,Portland,97232.0
Oaks Bottom Public House,93.33333333,1621 SE Bybee Blvd,Portland,97202.0
"Burgerville, #37",98.0,16211 SE Division St,Portland,97236.0
Lakeside Gardens,100.0,16211 SE Foster Rd,Portland,97236.0
Time Out Bar and Grill,98.33333333,16219 NE Glisan St,Portland,97230.0
Milos Espresso,100.0,16234 SE Division St,Portland,97236.0
McMenamins Mission Theatre and Pub,100.0,1624 NW Glisan St,Portland,97209.0
Don Kamaron Restaurant,81.0,16246 SE Stark St,Portland,97233.0
Podnahs Pit Barbecue,100.0,1625 NE Killingsworth St,Portland,97211.0
La Taq,97.0,1625 NE Killingsworth St # A,Portland,97211.0
Carioca Bowls,100.0,1625 NW 21st Avenue,Portland,97210.0
Sparrow's Coffee,90.5,1625 SE Bybee Blvd,Portland,97202.0
"ICHI Teriyaki Restaurant, #23",84.33333333,16255 SE Division St,Portland,97236.0
Ichiza Kitchen,92.0,1628 SW Jefferson St,Portland,97201.0
Barley Mill Pub,97.33333333,1629 SE Hawthorne Blvd,Portland,97214.0
Pizzicato,94.66666667,1630 SE Bybee Blvd,Portland,97202.0
Nectar Frozen Yogurt Lounge,97.33333333,1631 SE Bybee Blvd,Portland,97202.0
Olympic Provisions NW,98.0,1632 NW Thurman St,Portland,97209.0
"Starbucks Coffee, #491",97.5,1633 NE 39th Ave,Portland,97232.0
Nossa Familia Coffee,98.75,1633 SE 3rd Ave,Portland,97214.0
Homeless Youth Shelters,92.33333333,1635 SW Alder St,Portland,97205.0
"Subway, #24965",88.0,16353 SE Division St,Portland,97236.0
Little Caesars Division Crossing,93.66666667,16353 SE Division St # 1106,Portland,97236.0
"Dottys, #4",99.0,16353 SE Division St 116,Portland,97236.0
Rounders 162nd,90.33333333,16353 SE Division St 124,Portland,97236.0
Beetroot Market & Deli,100.0,1639 NW Glisan St,Portland,97209.0
Pok Pok NW,97.5,1639 NW Marshall St,Portland,97209.0
"Dottys, #27",100.0,1640 NE 122nd Ave,Portland,97230.0
See See Coffee,97.5,1642 NE Sandy Blvd,Portland,97232.0
Stacked Sandwich Shop,99.0,1643 SE 3rd Ave,Portland,97214.0
Ruby Jewel,100.0,1650 NW 23rd Ave,Portland,97210.0
Commodore Lounge,98.75,1650 W Burnside St,Portland,97209.0
Bamboo Sushi Commissary,100.0,1660 SE 3rd Ave,Portland,97214.0
Division Street Cinemas,95.33333333,16603 SE Division St,Portland,97236.0
Corkscrew Winebar,93.75,1665 SE Bybee Blvd,Portland,97202.0
Saburos Restaurant,86.75,1667 SE Bybee Blvd,Portland,97202.0
Xica Cantina,100.0,1668 NW 23rd Ave,Portland,97210.0
Tiffin Asha,100.0,1670 NE Killingsworth St,Portland,97211.0
Sushi Village,90.0,1676 NE 181st,Portland,97230.0
Bottoms Up Tavern,96.0,16900 NW St Helens Rd,Portland,97231.0
Phil's Meat Market & Delicatessen,100.0,17 NW 23rd Place,Portland,97210.0
Lucky Labrador Tap Room,98.0,1700 N Killingsworth St,Portland,97217.0
Broadway Grill and Brewery,96.33333333,1700 NE Broadway,Portland,97232.0
New Cascadia Traditional,96.0,1700 SE 6th Ave,Portland,97214.0
Oregon Culinary Institute,82.33333333,1701 SW Jefferson St,Portland,97201.0
Joonsung Trading,100.0,1703 NW 16th Ave,Portland,97209.0
Taste Tickler,88.66666667,1704 NE 14th Ave,Portland,97212.0
Lemongrass Thai,93.0,1705 NE Couch St,Portland,97232.0
Hale Pele Commissary Kitchen,98.5,1706 NE 32nd Ave,Portland,97212.0
Fire on the Mountain Buffalo Wings,100.0,1708 E Burnside St,Portland,97214.0
Pizzicato PSU,95.33333333,1708 SW 6th Ave,Portland,97201.0
"Residence Inn by Marriott, Rest",98.33333333,1710 NE Multnomah St,Portland,97232.0
Flow Nutrition,80.0,1710 SE 122nd Ave,Portland,97233.0
Mio Sushi Sellwood,90.0,1710 SE Tacoma St,Portland,97202.0
"Starbucks Coffee, #3390",100.0,1710 SW Jefferson St,Portland,97201.0
Sauvie Island Beer Porch,100.0,17100 NW Sauvie Island Rd,Portland,97231.0
Ixtapa,87.5,17102 SE Powell Blvd,Portland,97236.0
La Costita Express Lotto,92.0,17102 SE Powell Blvd C,Portland,97236.0
Blossoming Lotus,98.0,1711 NE 15th Ave,Portland,97212.0
Devils Dill Sandwiches/No Fun Bar,100.0,1711 SE Hawthorne Blvd,Portland,97214.0
Chus Eatery,98.33333333,17110 SE Powell Blvd,Portland,97236.0
Monkey King Play House,88.0,17112 SE Powell Blvd,Portland,97236.0
McMenamins Tavern,96.33333333,1716 NW 23rd Ave,Portland,97210.0
Field Day,100.0,1717 NE 42nd Ave Ste 1000,Portland,97213.0
Pine State Biscuits NW 23rd,96.0,1717 NW 23rd Avenue,Portland,97210.0
Rogue Hall,97.77777778,1717 SW Park Ave,Portland,97201.0
Akira Sushi,80.0,1718 NE 122nd Ave,Portland,97230.0
Sister Ethiopian Restaurant,95.0,1720 SE 122nd Ave,Portland,97233.0
"Laughing Planet Cafe, #4",95.75,1720 SW 4th Ave,Portland,97201.0
Luna Azul,85.0,1721 SE 122nd Ave,Portland,97233.0
Enchilada Express,79.5,17218 SE Powell Blvd,Portland,97236.0
Sami's Deli,94.66666667,17218 SE Powell Blvd C,Portland,97236.0
Lariat Lounge (The),80.5,17238 SE Division St,Portland,97236.0
Barista,100.0,1725 NE Alberta St,Portland,97211.0
Boccis on 7th,100.0,1728 SE 7th Ave,Portland,97214.0
"22 Below,",94.5,1728 SW Jefferson St,Portland,97201.0
Northside Restaurant and Lounge,98.875,1730 N Lombard St,Portland,97217.0
Cheerful Bullpen,98.33333333,1730 SW Taylor St,Portland,97205.0
Aviary Restaurant,97.0,1733 NE Alberta St,Portland,97211.0
Marathon Tavern,98.33333333,1735 W Burnside St,Portland,97209.0
"Paddys, #31",98.33333333,1736 NE 122nd Ave,Portland,97230.0
Mad Greek Deli,98.33333333,1740 E Burnside St,Portland,97214.0
World Cup Coffee Tea,100.0,1740 NW Glisan St,Portland,97209.0
Oui Presse,98.33333333,1740 SE Hawthorne Blvd,Portland,97214.0
"Dairy Queen, #16115",93.33333333,17405 SE Division St,Portland,97236.0
Juniors Cafe,98.5,1742 SE 12th Ave,Portland,97214.0
"Starbucks Coffee, #24167",99.0,1742 SW 6th Ave,Portland,97201.0
Bellagios Pizza,98.75,1742 SW Jefferson St,Portland,97201.0
Rosys Fruit Stand,100.0,17420 SE Division St,Portland,97236.0
Annies Restaurant,92.33333333,17440 SE Stark St,Portland,97233.0
Mi Pueblo Taqueria,89.66666667,17466 SE Division St,Portland,97236.0
"Pizza Hut, #2862",99.0,1747 SE 122nd Ave,Portland,97233.0
Mariscos La Costera,91.33333333,17510 SE Stark St,Portland,97233.0
Castagna Restaurant and Bar,94.5,1752 SE Hawthorne Blvd,Portland,97214.0
Chepes,78.5,17539 SE Stark St,Portland,97233.0
Cabaret Lounge II,98.33333333,17544 SE Stark St,Portland,97233.0
Moberi,100.0,1755 NW 23rd Avenue,Portland,97210.0
Tuk Tuk Subs,100.0,1755 SW Jefferson St,Portland,97201.0
Ranch PDX,98.5,1760 NE Dekum St,Portland,97211.0
Roakes,100.0,1760 NE Lombard Pl,Portland,97211.0
"Carls Jr, #7788",100.0,1762 NE 181st Ave,Portland,97230.0
Tamale Boy and Mayahuel Catering,85.0,1764 NE Dekum St,Portland,97211.0
Life of Pie,100.0,1765 NW 23rd Ave,Portland,97210.0
Tough Luck,90.5,1771 NE Dekum St,Portland,97211.0
Sanctuary @ Sandy Plaza (The),100.0,1785 NE Sandy Blvd,Portland,97232.0
Giuseppes,96.66666667,17937 SE Stark St,Portland,97233.0
Mr. Chen's Chinese Kitchen,88.5,17940 NE Glisan St,Portland,97230.0
"Dottys, #32",99.0,17990 NE Glisan St A,Portland,97230.0
Cardinal Club,100.0,18 NE 28th Ave,Portland,97232.0
Tube,100.0,18 NW 3rd Ave,Portland,97209.0
Chens Good Taste Restaurant,89.66666667,18 NW 4th Ave,Portland,97209.0
Giant Gyros Mediterranean Food,97.33333333,18 SE 82nd Ave,Portland,97216.0
Eastburn The,100.0,1800 E Burnside St,Portland,97214.0
